Time (years),Lake Huron,Lake Erie,Lake Ontario
0,3500,1800,2400
0.05,3480.75,1788.1,2418.0
0.1,3461.605875,1776.308325,2435.6778
0.15000000000000002,3442.5670426875004,1764.6236074624999,2453.03728305
0.2,3423.632923952719,1753.0445012629561,2470.0822842860252
0.25,3404.802942870979,1741.569681321963,2486.8165916030425
0.3,3386.076526685189,1730.197843243958,2503.2439463172195
0.35,3367.4531057884205,1718.9277029623354,2519.3680438177075
0.39999999999999997,3348.932113706584,1707.7579963908497,2535.192534208123
0.44999999999999996,3330.512987081198,1696.6874790812005,2550.7210229379098
0.49999999999999994,3312.1951656522515,1685.7149258866855,2565.957071423744
0.5499999999999999,3293.978092241164,1674.8391306318126,2580.9041976611616
0.6,3275.861212733838,1664.0589057877664,2595.565876826567
0.65,3257.8439760638016,1653.3730821536228,2609.9455418697876
0.7000000000000001,3239.9258341954505,1642.7805085432085,2624.046584097334
0.7500000000000001,3222.1062421073757,1632.2800514775058,2637.8723537465276
0.8000000000000002,3204.384657775785,1621.8705948825013,2651.4261605506435
0.8500000000000002,3186.7605421580183,1611.551039792383,2664.7112742952245
0.9000000000000002,3169.2333591761494,1601.3203040579892,2677.730925365716
0.9500000000000003,3151.802575700681,1591.1773220604143,2690.4883052865653
1.0000000000000002,3134.467661534327,1581.1210444296805,2702.986567251933
1.0500000000000003,3117.228089395888,1571.150437768385,2715.228826648156
1.1000000000000003,3100.083334904211,1561.2644843802316,2727.218161568098
1.1500000000000004,3083.0328765622376,1551.4621820033606,2738.9576133175333
1.2000000000000004,3066.076195741145,1541.7425435483924,2750.4501869136884
1.2500000000000004,3049.2127766645685,1532.1045968410976,2761.6988515760772
1.3000000000000005,3032.4421063929135,1522.547384369613,2772.7065412097604
1.3500000000000005,3015.7636748077525,1513.069963036121,2783.476154881155
1.4000000000000006,2999.1769745963097,1503.6714039129133,2794.010557286518
1.4500000000000006,2982.68150123603,1494.3507920027605,2804.3125792132314
1.5000000000000007,2966.276752979232,1485.107226003509,2814.385017994002
1.5500000000000007,2949.962230837846,1475.9398180768314,2824.230637954101
1.6000000000000008,2933.737438568238,1466.8476936210566,2833.852170851759
1.6500000000000008,2917.6018826561126,1457.829991048003,2843.2523163118276
1.7000000000000008,2901.555072301504,1448.8858615637475,2852.4337422528206
1.7500000000000009,2885.596519403846,1440.0144689532583,2861.399085307451
1.800000000000001,2869.725738547125,1431.2149893688209,2870.150951236765
1.850000000000001,2853.9422469851156,1422.4866111221913,2878.6919153379836
1.900000000000001,2838.2455646266976,1413.82853448041,2887.024522846155
1.950000000000001,2822.6352140212507,1405.2399714652095,2895.1512893297254
2.000000000000001,2807.110720344134,1396.7201456559526,2903.0747010801206
2.0500000000000007,2791.6716113822413,1388.2682919960382,2910.797215495447
2.1000000000000005,2776.317417519639,1379.8836566027119,2918.3212614584027
2.1500000000000004,2761.047671723281,1371.5654965802212,2925.649239708501
2.2,2745.8619095288027,1363.3130798362552,2932.783523208694
2.25,2730.7596690263945,1355.125684901611,2939.7264575064946
2.3,2715.7404908467493,1347.0026007530273,2946.4803610896847
2.3499999999999996,2700.803918147092,1338.94312663913,2953.047525736701
2.3999999999999995,2685.949496597283,1330.9465719094346,2959.430216861785
