Time,Rabbits,Foxes
0,200,50
1,188.0,47.5
2,177.19,45.011
3,167.44260091,42.555109818000005
4,158.6426366309634,40.150257588367325
5,150.68666753942284,37.810642950460455
6,143.48224108030075,35.54719704166459
7,136.94702717383666,33.36802760704699
8,131.0079047186587,31.27883555910068
9,125.60005096283486,29.28329530050907
10,120.66606707110283,27.38339539988399
11,116.15515977443488,25.579739139085817
12,112.02238949000166,23.871806353905868
13,108.2279888058945,22.258179139895766
14,104.73675095504332,20.736734609863593
15,101.51748523703878,19.304808136666693
16,98.54253480965048,17.959330519370276
17,95.7873515086909,16.696942363199565
18,93.23012210633985,15.514088727964435
19,90.85144049879973,14.407096819742979
20,88.63402059433241,13.372239205861975
21,86.56244506322437,12.40578474236734
22,84.62294555236477,11.504039127599752
23,82.80321042011397,10.663376741461203
24,81.09221648780067,9.880265200352127
25,79.48008171833882,9.151283853237203
26,77.95793611267243,8.473137264142457
27,76.51780845803378,7.84266456907202
28,75.15252686815658,7.25684545891491
29,73.85563132614585,6.712803422278401
30,72.62129667816372,6.2078067812174815
31,71.44426473340256,5.73926796650381
32,70.3197843060937,5.304741405513434
33,69.24355819159744,4.901920333304287
34,68.21169620383174,4.528632784476847
35,67.22067351807998,4.182836978616621
36,66.26729366398024,3.862616274324913
37,65.34865560037848,3.5661738350280627
38,64.46212437861837,3.291827123026803
39,63.60530496539472,3.0380023158418834
40,62.776018851956074,2.8032287201730535
41,61.97228312445259,2.5861332431542645
42,61.192291711665746,2.3854349675788438
43,60.434398562153795,2.1999398669758063
44,59.69710253379867,2.0285356874947014
45,58.97903380553085,1.8701870162061465
46,58.27894164422405,1.7239305493978907
47,57.59568337989475,1.5888705695294916
48,56.92821445984155,1.4641746355226881
49,56.27557946758544,1.3490694878571854
50,55.63690400573838,1.242837167384279
51,55.011387353504475,1.1448113447549986
52,54.398295819636424,1.0543738557936495
53,53.79695672052811,0.9709514369546117
54,53.20675292089125,0.8940126541150131
55,52.627117881286686,0.8230650173237914
56,52.05753116278316,0.7576522737027827
57,51.49751434430649,0.6973518704392995
58,50.94662731291245,0.6417725796899578
59,50.404464891346215,0.5905522772052838
60,49.870653770909854,0.5433558665613879
61,49.34484972090508,0.49987334102999814
62,48.82673504880342,0.4598179753158207
63,48.31601628786397,0.4229246396276814
64,47.81242209120854,0.3889482288165481
65,47.31570131340865,0.35766219960061973
66,46.825621262467166,0.3288572091980439
67,46.341966106715155,0.30233984899568783
68,45.86453542261314,0.27793146719304945
69,45.39314287076487,0.2554670746701019
70,44.92761498863794,0.23479432863364796
71,44.46779008955319,0.2157725888962933
72,44.01351725846754,0.1982720419336509
73,43.564655435943344,0.18217288814752597
74,43.12107258248199,0.16736458803463217
75,42.68264491610879,0.15374516322119097
76,42.24925621673837,0.14122054857315164
77,41.82079719143125,0.1297039918295151
78,41.39716489517971,0.11911549743230297
79,40.97826220233914,0.10938131144115099
80,40.563997324255475,0.10043344462350164
81,40.15428336903395,0.09220923100318118
82,39.74903793975267,0.08465091933108336
83,39.34818276775101,0.07770529511211109
84,38.95164337791941,0.07132333098283977
85,38.55934878318725,0.06545986338497797
86,38.171231205651814,0.06007329362104219
87,37.7872258220152,0.055125311511167153
88,37.40727053120047,0.05058063999407839
89,37.031305742204566,0.046406799131391285
90,36.659274180415366,0.04257388808299639
91,36.291120710775054,0.03905438372275889
92,35.926792176313334,0.03582295465850411
93,35.56623725070305,0.032856289508670256
94,35.209406303608176,0.030132938370458565
95,34.85625127770189,0.027633166491158705
96,34.506725576330055,0.0253388192259173
97,34.1607839608853,0.023233197431876136
98,33.818382457038254,0.021300942510645467
99,33.47947826904735,0.019527930368791455
100,33.14402970143645,0.017901173619684508
101,32.81199608739195,0.01640873139994118
102,32.48333772328753,0.01503962622004526
103,32.15801580879692,0.013783767311788734
104,31.835992392101833,0.012631879975151205
105,31.517230319746027,0.011575440464344968
106,31.2016931907254,0.010606615987187375
107,30.889345314440323,0.009718209423905324
108,30.580151672169187,0.008903608401100457
109,30.27407788175216,0.008156738384068466
110,29.971090165201538,0.0074720194761223775
111,29.671155318980087,0.006844326637158365
112,29.37424068671158,0.006268953055555104
113,29.08031413410856,0.0057415764277366586
114,28.78934402592133,0.005258227918469074
115,28.501299204729605,0.004815263592309159
116,28.216148971413915,0.004409338122680144
117,27.93386306715844,0.004037380599905907
118,27.65441165685003,0.0036965722732799303
119,27.377765313750164,0.003384326074957653
120,27.103895005327637,0.0030982677852165433
121,26.83277208014961,0.0028362187094968343
122,26.56436825573791,0.002596179747682396
123,26.298655607305655,0.002376316745366085
124,26.035606557296898,0.0021749470254231887
125,25.775193865658892,0.0019905270061424778
126,25.517390620782823,0.0018216408194852852
127,25.262170231054633,0.0016669898498039232
128,25.009506416962726,0.0015253831195934076
129,24.75937320371418,0.0013957284546135605
130,24.51174491431534,0.0012770243660381042
131,24.266596163076677,0.001168352592196613
132,24.02390184950538,0.0010688712470051016
133,23.783637152552398,0.0009778085263602043
134,23.545777525183677,0.0008944569276269105
135,23.310298689248018,0.000818167940905241
136,23.077176630616457,0.0007483471740398629
137,22.846387594570377,0.0006844498763595434
138,22.617908081417507,0.0006259768289200577
139,22.391714842316954,0.0005724705715927747
140,22.16778487529599,0.0005235119397083697
141,21.94609542144297,0.0004787168851464372
142,21.7266239612621,0.00043773355877151375
143,21.509348211177052,0.00040023963296740824
144,21.29424612017165,0.00036593984472702343
145,21.081295866556815,0.00033456374132535024
146,20.87047585485403,0.0003058636120494891
147,20.661764712786358,0.0002796125907910665
148,20.45514128836893,0.00025560291553220204
149,20.250584647091493,0.0002336443318844899
150,20.048074069186256,0.0002135626288789138
151,19.847589046974992,0.00019519829616024647
152,19.64910928228968,0.00017840529261879594
153,19.45261468396169,0.00016304991730134541
154,19.25808536537486,0.0001490097741873273
155,19.06550164207816,0.00013617282310078281
156,18.874844029454195,0.00012443650965819923
157,18.68609324043994,0.00011370696773123493
158,18.49923018329654,0.0001038982884356465
159,18.314235959425222,9.493185014712262e-05
160,18.131091861226665,8.673570449461343e-05
161,17.949779370001373,7.924401369526624e-05
162,17.7702801538888,7.239653497513696e-05
163,17.5925760658432,6.613814816911043e-05
164,17.416649141644367,6.0418422914394304e-05
165,17.24248159794145,5.5191222146817116e-05
166,17.070055830328403,5.0414338880050454e-05
167,16.89935441144954,4.604916349671223e-05
168,16.73036008913391,4.2060379008864475e-05
169,16.563055784557285,3.8415681955327424e-05
170,16.397424590430628,3.508552679599353e-05
171,16.23344976921404,3.204289184032468e-05
172,16.071114751355225,2.9263064909725518e-05
173,15.910403133551599,2.672344708267833e-05
174,15.751298677035267,2.440337300847799e-05
175,15.593785305880097,2.2283946401111698e-05
176,15.43784710533022,2.0347889440200982e-05
177,15.283468320149312,1.8579404911801692e-05
178,15.130633352990072,1.696405001901489e-05
179,14.979326762783352,1.548862088150745e-05
180,14.829533263146406,1.4141046824829572e-05
181,14.681237720809817,1.2910293635447815e-05
182,14.534425154062628,1.1786275026239005e-05
183,14.38908073121527,1.0759771620320309e-05
184,14.245189769079895,9.822356818990326e-06
185,14.102737731467759,8.966328972654424e-06
186,13.961710227703295,8.184649322298607e-06
187,13.822093011154559,7.470885223722392e-06
188,13.683871977779743,6.819158207674967e-06
189,13.547033164689458,6.22409646656623e-06
190,13.411562748724522,5.680791392825829e-06
191,13.277447045048987,5.184757825516964e-06
192,13.14467250575815,4.7318976907143785e-06
193,13.013225718501323,4.318466747645123e-06
194,12.883093405119126,3.941044176866052e-06
195,12.754262420295095,3.59650476899696e-06
196,12.62671975022138,3.28199349291116e-06
197,12.500452511278354,2.9949022409605633e-06
198,12.375447948727937,2.7328485659219223e-06
199,12.251693435420432,2.493656240024814e-06
200,12.129176470514716,2.275337480779802e-06
