Time,Rabbits,Foxes
0,200,50
1,200.0,50.5
2,199.9,51.005
3,199.69910050000001,51.514029900000004
4,199.3967500908399,52.026070089832025
5,198.99275829947115,52.54005384631922
6,198.4873059783629,53.054870278146
7,197.88095300674036,53.569367823909765
8,197.17464310011349,54.08235830058525
9,196.36970555918882,54.592621490753764
10,195.4678538293047,55.09891024759986
11,194.4711807863381,55.59995608705823
12,193.38215071373625,56.094475226830234
13,192.20358798690023,56.58117502252989
14,190.9386625344002,57.058760742223
15,189.59087219912982,57.52594261235439
16,188.16402217513294,57.98144306077443
17,186.6622017460558,58.42400407651795
18,185.08975859761523,58.85239460137109
19,183.45127101783663,59.26541786526183
20,181.75151833394298,59.66191857626107
21,179.9954499626886,60.040789876563544
22,178.18815347087576,60.400979978256096
23,176.33482205426276,60.741498396939775
24,174.44072184584223,61.06142170725831
25,172.51115945858683,61.35989875195007
26,170.55145015355578,61.63615524498365
27,168.56688700231192,61.88949771941847
28,166.56271138372847,62.119316781575726
29,164.5440851204709,62.32508964461726
30,162.51606452086955,62.50638192640372
31,160.4835765487955,62.66284870823512
32,158.45139729880162,62.794234862474795
33,156.42413290747345,62.9003746678542
34,154.40620298587282,62.98119074121344
35,152.4018266132867,63.036692323352995
36,150.41501089021227,63.06697296440015
37,148.44954200946992,63.07220766051874
38,146.50897876921323,63.05264949884922
39,144.59664842090436,63.008625871237655
40,142.71564471936193,62.94053431961805
41,140.8688280209246,62.848838076910596
42,139.05882725959958,62.73406136707753
43,137.288043619642,62.59678452665271
44,135.55865571607967,62.437639007762016
45,133.87262609190557,62.25730231952477
46,132.2317088415884,62.05649296092152
47,130.63745817472915,61.8359653938816
48,129.0912377406284,61.5965051006326
49,127.59423054372223,61.33892376440114
50,126.14744929080955,61.06405460748886
51,124.7517470232606,60.77274791568208
52,120.91279296007286,60.46586677298873
53,117.22907991860131,60.11411013585382
54,113.69883049480775,59.72011119604853
55,110.31968860964139,59.28652922016919
56,107.08880782561516,58.816027632027215
57,104.00293378023139,58.311254459096844
58,101.05848025748665,57.77482513255427
59,98.25159864017327,57.209307583585236
60,95.57824067219383,56.617209541514605
61,93.03421461261273,56.00096791121855
62,90.61523498382476,55.362940087315266
63,88.31696620793203,54.705397049777304
64,86.1350604915333,54.03051807881132
65,84.065190363172,53.34038692506844
66,82.10307629316603,52.63698927349661
67,80.24450983579655,51.922211344524605
68,78.48537273193844,51.19783948397527
69,76.82165239892684,50.46556060244996
70,75.24945421617626,49.72696333532014
71,73.7650109918509,48.983539805422666
72,72.36468996943965,48.23668788169334
73,71.04499770481148,47.48771383798481
74,69.80258311532944,46.73783532697055
75,68.63423897374788,45.98818459416972
76,67.53690209155525,45.239811866625644
77,66.50765240962522,44.49368885956221
78,65.5437111888202,43.7507123523941
79,64.64243846975434,43.01170779276838
80,63.80132994937389,42.27743289387994
