Time,Rabbits,Foxes
81,63.018013402380156,41.54858119615853
82,62.29024475778216,40.82578556960765
83,61.61590392495604,40.10962163763134
84,60.99299044941409,39.40061110716053
85,60.41961906593639,38.69922499333774
86,59.89401520567005,38.00588672998649
87,59.41451050412937,37.32097515962906
88,58.979538348607115,36.64482739896941
89,58.58762949620972,35.97774157757145
90,58.237407787438876,35.31997944897574
91,57.92758597484808,34.671768874749255
92,57.656961681701425,34.0333061829852
93,57.42441350165848,33.40475840359444
94,57.228897247217226,32.78626538338481
95,57.06944235188802,32.177941784432406
96,56.94514842877559,31.57987896963325
97,56.855181986350324,30.99214677960196
98,56.798773300638885,30.41479520527429
99,56.77521344180832,29.847855960686008
100,56.78385145211427,29.291343960455087
101,56.824091671394434,28.74525870649809
102,56.89539120568027,28.209585588474344
103,56.99725753404431,27.684297102381386
104,57.12924624847221,27.16935399162863
105,57.29095892132671,26.6647063147997
106,57.482041094836084,26.170294444181796
107,57.70218038697675,25.686049998997227
108,57.95110470811501,25.21189671712152
109,58.228580582814374,24.74775126891669
110,58.53441157129324,24.293524016650302
111,58.86843678512433,23.849119722812333
112,59.23052949189482,23.41443821048461
113,59.620595803689405,22.989374978762523
114,60.03857344441184,22.5738217760773
115,60.484430591120116,22.167667134119796
116,60.958164784713,21.770796864924346
117,61.45980190546782,21.38309452353393
118,61.989395209089565,21.00444183853637
119,62.54702441908689,20.634719112635352
120,63.132794871440495,20.273805595300093
121,63.746836707672166,19.9215798294234
122,64.38930411255723,19.57791997380972
123,65.060374592849,19.242704103212418
124,65.76024829350011,18.915810487542917
125,66.4891473479715,18.597117851783352
126,67.24731525931583,18.286505618048814
127,68.03501630880712,17.983854131164986
128,68.8525349889623,17.68904486905184
129,69.70017545786345,17.40196063913383
130,70.57826101174089,17.122485761931507
131,71.4871335728177,16.850506242928645
132,72.4271531894444,16.585909933752355
133,73.39869754556952,16.328586683651427
134,74.40216147659666,16.078428482209873
135,75.43795648867128,15.835329594188234
136,76.50651027842127,15.599186687344616
137,77.60826625014357,15.369898954050347
138,78.74368302738414,15.147368227481586
139,79.91323395580179,14.931499093137914
140,81.11740659413506,14.722198996411931
141,82.3567021900074,14.519378346909916
142,83.63163513720711,14.322950620202718
143,84.9427324109663,14.132832457668043
144,86.29053297763457,13.948943765070144
145,87.67558717500066,13.771207810510631
146,89.0984560593552,13.599551322374408
147,90.55971071521233,13.43390458788788
148,92.05993152341381,13.274201552902223
149,93.59970738312805,13.120379923512791
150,95.17963488302563,12.972381270126661
151,96.80031741666234,12.830151134593672
152,98.46236423682979,12.693639141022345
153,100.16638944334046,12.562799110910518
154,101.91301089839877,12.437589183231585
155,103.70284906337024,12.317971940130736
156,105.53652575039713,12.203914538901655
157,107.41466278191861,12.095388850932693
158,109.33788055073705,11.992371608332535
159,111.30679647282726,11.894844558968941
160,113.32202332461101,11.802794630680088
161,115.38416745591582,11.71621410544639
162,117.4938268693011,11.635100804341436
163,119.65158915586798,11.559458284113624
164,121.85802927706887,11.489296046285247
165,124.11370718139979,11.424629759692918
166,126.41916524419135,11.365481497432217
167,128.77492551801342,11.311879989209988
168,131.1814867804746,11.263860890149532
169,133.63932136543056,11.221467067136697
170,136.1488717628168,11.184748903837932
171,138.7105469714934,11.153764625564381
172,141.32471858863485,11.128580645198117
173,143.99171661832034,11.109271931436883
174,146.71182498108263,11.09592240065124
175,149.4852767052671,11.088625333681307
176,152.31224878013873,11.087483818928145
177,155.19285664976854,11.09261122311517
178,158.12714832584106,11.10413169110582
179,161.11509809666714,11.122180676162479
180,164.15659980887838,11.14690550201536
181,167.25145969754303,11.178465958075243
182,170.39938873980194,11.217034929066461
183,173.59999450661007,11.262799060271654
184,176.85277248681615,11.315959459461947
185,180.15709685766637,11.37673243642894
186,183.5122106759229,11.445350280830768
187,186.91721546420501,11.522062078804955
188,190.37106016795522,11.607134568475994
189,193.87252945968098,11.700853034084293
190,197.4202313689175,11.803522237972546
191,201.01258421879635,11.915467389071111
192,204.64780285330826,12.037035145809373
193,208.32388414344956,12.16859465052668
194,212.03859176558814,12.310538591443864
195,215.7894402517501,12.463284287061684
196,219.57367831929915,12.62727478645053
197,223.38827149686864,12.80297997725891
198,227.2298840746458,12.990897691366921
199,231.0948604204503,13.191554795912891
200,234.97920571877358,13.405508254893547
