Time,Rabbits,Foxes
81,107.01207535566593,48.44857993757941
82,107.17809603629397,48.03203915688308
83,107.38901833253321,47.62067448329168
84,107.64453176406607,47.21484174581169
85,107.944338820227,46.81488039984581
86,108.28815444952899,46.42111425019231
87,108.67570538236139,46.033852180615355
88,109.10672929428372,45.65338888663604
89,109.58097381637705,45.280005608561126
90,110.09819539819877,44.913970862103724
91,110.6581580280238,44.55554116425759
92,111.26063181424647,44.20496175236557
93,111.905391431066,43.862467294573165
94,112.59221443088775,43.52828259008228
95,113.32087942524132,43.202623257817976
96,114.09116413545007,42.8856964122941
97,114.90284331378444,42.57770132561291
98,115.75568653539565,42.27883007466012
99,116.64945586095982,41.98926817266144
100,117.58390336966693,41.709195184349774
101,118.55876856196711,41.438785324055914
102,119.57377563134169,41.17820803607899
103,120.62863060430195,40.927628556717984
104,121.72301834783863,40.68720845735213
105,122.85659944365396,40.45710616794688
106,124.02900692871182,40.237477480333446
107,125.23984290194525,40.02847603056387
108,126.48867499737041,39.830253759581375
109,127.77503272438045,39.64296135136563
110,129.0984036766374,39.46674864761708
111,130.4582296117548,39.30176503793146
112,131.85390240487683,39.14815982428666
113,133.28475988031866,39.006082558518465
114,134.75008152665058,38.87568335129971
115,136.24908410199123,38.7571131509591
116,137.7809171378354,38.650523990281414
117,139.34465835148828,38.55606919922075
118,140.93930897912094,38.47390358123248
119,142.56378904360875,38.40418355068915
120,144.2169325736767,38.347067228590966
121,145.8974827934566,38.302714493514024
122,147.60408730436927,38.27128698446063
123,149.33529328428284,38.252948051987794
124,151.08954273216494,38.24786265369457
125,152.86516778994383,38.2561971898496
126,154.66038617700949,38.27811927464042
127,156.47329677671445,38.31379743823031
128,158.30187541835505,38.36340075452243
129,160.14397090240595,38.427098389260124
130,161.9973013212127,38.505059062845035
131,163.85945073187852,38.59745042203864
132,165.7278662426663,38.70443831453871
133,167.5998555788102,38.826185960300435
134,169.47258519812834,38.962853013415895
135,171.3430790311565,39.114594508389075
136,173.20821792459176,39.281559684761916
137,175.06473987052524,39.463890684278276
138,176.90924110712947,39.661721115134334
139,178.73817817900493,39.87517447837651
140,180.54787104712022,40.104362452192206
141,182.33450733903086,40.349383030715515
142,184.09414782964305,40.61031851506192
143,185.8227332410045,40.8872333556342
144,187.51609244624802,41.180171846326516
145,189.16995215767227,41.48915567311435
146,190.77994817181062,41.81418132166997
147,192.34163823500626,42.15521735109885
148,193.85051658129345,42.512201543658506
149,195.30203018011187,42.885037943398004
150,196.6915967144207,43.273593800035414
151,198.01462429004152,43.6776964380544
152,199.26653285450777,44.09713007491993
153,200.44277727836962,44.53163261644504
154,201.53887202390783,44.98089246162774
155,202.55041729575805,45.44454535364794
156,203.47312653534857,45.92217131807798
157,204.30285508673475,46.413291733611885
158,205.03562982592103,46.91736658463362
159,205.6676795097631,47.43379194858541
160,206.1954655648368,47.96189777421073
161,206.61571300215215,48.50094600916971
162,206.92544111129627,49.05012913708732
163,207.12199355860324,49.60856918462627
164,207.20306748942372,50.175317258509416
165,207.16674121567672,50.74935367039777
166,207.01150005776242,51.32958870402546
167,206.73625990568226,51.91486407389836
168,206.34038806881676,52.50395511811133
169,205.82372099803877,53.09557375941176
170,205.18657848825274,53.68837225856699
171,204.4297740043264,54.28094777247778
172,203.55462081867444,54.871847716477106
173,202.5629337040606,55.459575916092305
174,201.45702598971693,56.042599518518884
175,200.23970186146923,56.61935661851003
176,198.91424386566405,57.18826453773046
177,197.48439566043504,57.74772868130099
178,195.9543401440673,58.29615188073986
179,194.32867317654194,58.83194411926341
180,192.61237319427613,59.35353252390409
181,190.8107670970971,59.85937149956553
182,188.92949285816977,60.34795287333501
183,186.97445936969035,60.817815913412545
184,184.9518040877192,61.2675570861013
185,182.86784907698342,61.69583941654261
186,180.72905607973047,62.10140132426676
187,178.54198124115374,62.483064813051406
188,176.3132301174698,62.83974290580819
189,174.04941357186888,63.170446228928824
190,171.757105129244,63.47428866630463
191,169.44280031424373,63.750492020607986
192,167.11287844057324,63.99838963786628
193,164.7735672546567,64.21742897031933
194,162.4309107660275,64.40717307148216
195,160.09074052246285,64.5673010357109
196,157.75865051224224,64.69760741190832
197,155.43997580118085,64.79800063688577
198,153.13977494027748,64.86850054797169
199,150.8628161126617,64.90923504645848
200,148.6135669274674,64.9204359932302
